ear_mean,ear_std,ear_min,ear_max,ear_median,ear_skew,ear_kurtosis,ear_trend,blink_mean,blink_std,blink_min,blink_max,blink_trend,gaze_mean,gaze_std,gaze_min,duration_minutes,duration_log,ear_blink_interaction,low_blink_indicator,low_ear_indicator,label
0.28121984,0.020460835,0.24029376,0.31778616,0.28380135,-0.18648365,-0.79647607,-0.0050873864,10.2257185,1.8905023,6.066365,14.620892,0.37272665,0.6958648,0.08974604,0.5378759,30.595026,7.5157266,2.8695455,0.0,0.0,1
0.2178112,0.021325951,0.1759032,0.2568461,0.21721171,-0.028701235,-0.8619157,0.0017538612,6.946575,1.847698,2.4475698,10.213565,-0.16953143,0.5004814,0.09201608,0.27292636,74.944664,8.411317,1.4389493,1.0,1.0,3
0.22203195,0.020297615,0.17422299,0.26235712,0.22174054,-0.52866316,0.05100553,-0.009204842,9.500907,1.8008797,5.5238967,12.359534,-0.17041712,0.53788173,0.085164174,0.37247753,45.895878,7.921083,2.1721942,1.0,1.0,2
0.23203467,0.020415701,0.18062466,0.26969212,0.23466058,-0.25489268,-0.4979546,0.0037581634,4.775971,1.7032148,1.5839627,7.7434945,-0.36371094,0.4434337,0.08283383,0.25185472,84.0841,8.5263605,1.3715769,1.0,1.0,3
0.34858114,0.017387897,0.31561488,0.37860277,0.34932783,-0.17098305,-0.9529664,-0.0013381459,12.835172,1.6489797,9.363446,15.710099,0.24810715,0.70817494,0.08927084,0.5032733,12.05164,6.584927,4.5400558,0.0,0.0,0
0.35042974,0.017162824,0.31579843,0.3890838,0.3502203,0.13282835,-0.5382979,0.0015241212,16.526392,1.92329,12.717539,20.529808,0.25764704,0.9346703,0.05884506,0.8170891,8.144953,6.193787,5.9512258,0.0,0.0,0
0.2100342,0.019194582,0.17540172,0.2521046,0.20989463,0.4945607,-0.086670294,-0.0052771387,5.1253486,1.6484727,1.6393517,8.4658165,-0.29006642,0.35858712,0.092139594,0.18290833,109.930336,8.794343,0.998445,1.0,1.0,3
0.28477788,0.020181289,0.24870647,0.33257475,0.28220418,0.53953075,0.09244408,-0.0074171945,18.231369,1.8944663,15.679113,23.305172,-0.23142938,0.92590207,0.08116791,0.7252404,21.481115,7.1622944,5.0991874,0.0,0.0,0
0.33137417,0.0208989,0.2772283,0.38358355,0.3356296,-0.16961145,0.5838157,-0.0031058295,14.091739,2.1046524,9.671858,20.351835,0.21484978,0.90794945,0.09220048,0.65299207,29.258507,7.4710846,4.646174,0.0,0.0,0
0.24257584,0.02603962,0.18119895,0.28919578,0.24385828,-0.28392133,-0.15303431,0.005653355,6.476499,2.0134945,1.7455335,9.964423,-0.17421474,0.60541785,0.09273806,0.3772587,40.148537,7.7873454,1.6259751,1.0,1.0,2
0.22547762,0.02262113,0.18153733,0.27072394,0.2250357,0.1717446,-0.49924213,0.009613899,5.6702013,1.8776402,2.3468025,9.771055,0.17582026,0.6889246,0.090956874,0.5103845,63.82123,8.250691,1.3176912,1.0,1.0,2
0.35363156,0.015713654,0.32198274,0.38694075,0.3521227,0.18036692,-0.43379793,0.0020692449,20.470592,1.4193385,18.008272,23.65106,-0.40356916,0.7522739,0.09464203,0.54578215,19.692575,7.0754323,6.926163,0.0,0.0,0
0.26919854,0.02043984,0.23438591,0.33124024,0.26986882,0.62155855,0.95555514,0.0070961313,12.336339,1.9212432,9.02935,16.51962,-0.21477774,0.7581917,0.09741842,0.59549624,38.67994,7.7500963,3.2214348,0.0,0.0,1
0.25147343,0.01805965,0.21677695,0.29835278,0.24663629,0.4350273,-0.05900919,0.0032671124,7.7497287,2.2305365,3.4805126,13.448766,0.110039406,0.5660408,0.120464936,0.3362528,66.3066,8.288885,1.8238797,1.0,0.0,2
0.34287876,0.020182477,0.2823437,0.37528762,0.34525865,-0.92772496,1.2951795,-3.9783185e-06,24.717625,1.8382043,20.66971,28.788553,-0.28493688,0.79090834,0.093697794,0.6417516,24.719936,7.3026285,8.59023,0.0,0.0,0
0.20853832,0.018387351,0.17515834,0.24911636,0.20821612,0.32584128,-0.33957702,-0.00031601783,5.2647576,1.9608694,0.027946621,8.54946,0.0073068156,0.3703968,0.10196976,0.2280672,111.65879,8.809941,1.127465,1.0,1.0,3
0.26643252,0.022471845,0.21623412,0.30693993,0.27039337,-0.3887127,-0.25585175,-0.00089940254,9.535434,1.6129782,6.5596046,12.786496,0.19667086,0.57834494,0.09935307,0.34454542,59.47133,8.1801195,2.592104,1.0,0.0,2
